ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MantenimientoID,tiempoResolucion,JuegoID,nivelEscalamiento
10392,Desgaste,2024-09-04,Abierta,['766-08-0843'],['MNT-00866'],-1,19107,POCO URGENTE
10393,Mal funcionamiento,2024-06-17,Cerrada,['620-61-7651'],['MNT-04331'],-1,9290999,POCO URGENTE
10394,Rotura,2023-12-08,Cerrada,['873-27-3314'],['MNT-00314'],-1,9398283,POCO URGENTE
10395,Desgaste,2024-08-04,Cerrada,['194-50-9180'],['MNT-07706'],29,59403,POCO URGENTE
10396,Rotura,2024-08-13,Abierta,['452-57-9286'],['MNT-13739'],-1,5174790,POCO URGENTE
10397,Mal funcionamiento,2024-05-14,Cerrada,['955-50-8165'],['MNT-09436'],34,7896561,POCO URGENTE
10398,Vandalismo,2024-05-23,Abierta,['043-05-8093'],['MNT-11447'],-1,7211916,POCO URGENTE
10399,Mal funcionamiento,2024-04-13,Abierta,['347-86-0578'],['MNT-14179'],-1,22529,POCO URGENTE
10400,Mal funcionamiento,2023-10-15,Abierta,['682-51-4205'],['MNT-01725'],-1,9289330,POCO URGENTE
10401,Mal funcionamiento,2024-06-06,Cerrada,['836-13-3230'],"['MNT-04171', 'MNT-04996', 'MNT-12563']",96,7886375,POCO URGENTE
10402,Rotura,2024-04-15,Abierta,['814-13-1286'],"['MNT-03390', 'MNT-10471']",-1,58801,POCO URGENTE
10403,Mal funcionamiento,2024-03-12,Abierta,['868-36-1587'],['MNT-11393'],-1,9223731,POCO URGENTE
10404,Rotura,2024-03-18,Cerrada,['485-86-0592'],['MNT-10282'],207,20014,POCO URGENTE
10405,Vandalismo,2023-12-04,Cerrada,['839-37-2687'],"['MNT-02022', 'MNT-05876']",260,9407902,POCO URGENTE
10406,Desgaste,2024-08-24,Abierta,['102-53-8892'],['MNT-13739'],-1,5174790,POCO URGENTE
10407,Desgaste,2024-09-26,Abierta,['244-59-2901'],['MNT-07508'],-1,451583,POCO URGENTE
10408,Vandalismo,2023-12-05,Abierta,['565-51-0757'],['MNT-11901'],-1,21684,POCO URGENTE
10409,Desgaste,2024-06-23,Abierta,['163-66-0862'],"['MNT-02853', 'MNT-10753']",-1,58368,POCO URGENTE
10410,Mal funcionamiento,2024-05-01,Abierta,['698-52-5306'],['MNT-10888'],-1,3566822,POCO URGENTE
10411,Mal funcionamiento,2024-10-05,Abierta,['112-93-7666'],"['MNT-00669', 'MNT-11133']",-1,59182,POCO URGENTE
10412,Vandalismo,2024-01-18,Cerrada,['855-54-4622'],"['MNT-03202', 'MNT-10199']",203,58003,POCO URGENTE
10413,Desgaste,2024-04-30,Abierta,['004-13-7130'],['MNT-11397'],-1,22262,POCO URGENTE
10414,Vandalismo,2023-11-12,Abierta,['218-53-8592'],"['MNT-03508', 'MNT-08892', 'MNT-12574']",-1,33918,POCO URGENTE
10415,Desgaste,2024-03-04,Cerrada,['300-81-8952'],"['MNT-01473', 'MNT-08198']",96,9049023,POCO URGENTE
10416,Vandalismo,2023-11-12,Abierta,['028-16-1667'],"['MNT-06963', 'MNT-14485']",-1,33478,POCO URGENTE
10417,Vandalismo,2024-07-14,Abierta,['238-63-3731'],"['MNT-03621', 'MNT-13025']",-1,5659236,POCO URGENTE
10418,Rotura,2023-12-22,Abierta,['633-88-7242'],['MNT-03362'],-1,3581252,POCO URGENTE
10419,Vandalismo,2024-07-30,Abierta,['283-50-5249'],"['MNT-05092', 'MNT-11042']",-1,7840615,POCO URGENTE
10420,Rotura,2023-12-19,Cerrada,['786-57-2191'],['MNT-09691'],201,35103,POCO URGENTE
10421,Rotura,2024-08-07,Abierta,['132-42-2684'],['MNT-02557'],-1,33623,POCO URGENTE
10422,Desgaste,2024-05-23,Abierta,['680-73-1573'],['MNT-04995'],-1,8891684,POCO URGENTE
10423,Vandalismo,2024-02-27,Abierta,['521-17-1437'],['MNT-01632'],-1,58601,POCO URGENTE
10424,Mal funcionamiento,2024-02-08,Abierta,['115-72-1191'],['MNT-10041'],-1,59381,POCO URGENTE
10425,Rotura,2023-11-27,Abierta,['046-33-2777'],['MNT-02419'],-1,58112,POCO URGENTE
10426,Mal funcionamiento,2024-07-02,Abierta,['401-61-6608'],['MNT-06951'],-1,33092,POCO URGENTE
10427,Vandalismo,2024-04-09,Cerrada,['588-04-7435'],['MNT-07089'],-1,59259,POCO URGENTE
10428,Vandalismo,2024-09-06,Abierta,['167-05-2303'],['MNT-11095'],-1,33597,POCO URGENTE
10429,Vandalismo,2024-07-30,Cerrada,['477-83-0052'],"['MNT-00660', 'MNT-07799']",-1,8967517,POCO URGENTE
10430,Mal funcionamiento,2024-01-04,Abierta,['964-28-6029'],['MNT-10630'],-1,5066121,POCO URGENTE
10431,Rotura,2024-08-26,Cerrada,['056-89-2104'],['MNT-09996'],-1,7143535,POCO URGENTE
10432,Rotura,2024-06-13,Cerrada,['235-70-2410'],['MNT-03352'],-1,53204,POCO URGENTE
10433,Vandalismo,2024-01-18,Cerrada,['757-61-9533'],['MNT-03512'],-1,24923,POCO URGENTE
10434,Rotura,2024-09-04,Cerrada,['175-17-1061'],['MNT-06952'],-1,59884,POCO URGENTE
10435,Mal funcionamiento,2024-04-06,Cerrada,['919-97-0027'],['MNT-05584'],9,34778,POCO URGENTE
10436,Vandalismo,2024-08-29,Cerrada,['129-33-3731'],['MNT-00368'],-1,33685,POCO URGENTE
10437,Mal funcionamiento,2023-12-28,Cerrada,['647-58-8630'],['MNT-09160'],270,34908,POCO URGENTE
10438,Vandalismo,2023-10-30,Abierta,['821-82-1508'],['MNT-00144'],-1,8987321,POCO URGENTE
10439,Desgaste,2024-04-06,Abierta,['667-93-4604'],['MNT-00516'],-1,20032,POCO URGENTE
10440,Vandalismo,2024-06-09,Abierta,['976-07-3139'],['MNT-06664'],-1,3530548,POCO URGENTE
10441,Mal funcionamiento,2024-02-12,Abierta,['187-07-9814'],['MNT-10760'],-1,7928120,POCO URGENTE
10442,Desgaste,2024-04-07,Abierta,['411-75-2634'],['MNT-06594'],-1,5237089,POCO URGENTE
10443,Vandalismo,2023-10-28,Cerrada,['563-94-4144'],['MNT-08405'],343,3576595,POCO URGENTE
10444,Vandalismo,2024-06-19,Abierta,['824-03-8803'],['MNT-05839'],-1,1118683,POCO URGENTE
10445,Desgaste,2024-02-27,Cerrada,['288-67-9022'],['MNT-06651'],-1,5195576,POCO URGENTE
10446,Desgaste,2024-02-15,Abierta,['103-52-0378'],['MNT-03678'],-1,33703,POCO URGENTE
10447,Mal funcionamiento,2024-01-31,Abierta,['821-53-7934'],['MNT-06624'],-1,9180976,POCO URGENTE
10448,Mal funcionamiento,2023-10-29,Cerrada,['608-00-1013'],['MNT-12961'],292,25835,POCO URGENTE
10449,Vandalismo,2024-08-03,Cerrada,['711-62-2333'],"['MNT-04412', 'MNT-06046']",-1,9131301,POCO URGENTE
10450,Desgaste,2024-03-03,Abierta,['147-33-8165'],['MNT-13086'],-1,22998,POCO URGENTE
10451,Mal funcionamiento,2024-07-19,Abierta,['317-56-5131'],"['MNT-08085', 'MNT-10570']",-1,20843,POCO URGENTE
10452,Desgaste,2024-07-29,Abierta,['316-72-3300'],['MNT-11965'],-1,5240838,POCO URGENTE
10453,Vandalismo,2024-08-15,Abierta,['491-63-5063'],['MNT-00240'],-1,3743757,POCO URGENTE
10454,Rotura,2024-08-30,Cerrada,['988-34-5093'],['MNT-09320'],-1,5239350,POCO URGENTE
10455,Mal funcionamiento,2023-11-23,Cerrada,['072-68-8903'],['MNT-04159'],135,5241143,POCO URGENTE
10456,Desgaste,2024-05-18,Cerrada,['557-64-7132'],['MNT-09693'],-1,9193361,POCO URGENTE
10457,Rotura,2024-01-16,Cerrada,['809-05-9468'],"['MNT-00065', 'MNT-07165']",260,3580731,POCO URGENTE
10458,Rotura,2024-10-12,Abierta,['997-05-9570'],['MNT-08886'],-1,7895404,POCO URGENTE
10459,Rotura,2024-01-11,Abierta,['316-62-0675'],['MNT-07995'],-1,34191,POCO URGENTE
10460,Rotura,2023-10-20,Cerrada,['181-75-0998'],"['MNT-10804', 'MNT-10962', 'MNT-12362']",355,19969,POCO URGENTE
10461,Desgaste,2024-03-05,Cerrada,['050-72-9596'],['MNT-10395'],18,35092,POCO URGENTE
10462,Rotura,2023-10-27,Abierta,['336-26-6105'],['MNT-06450'],-1,35119,POCO URGENTE
10463,Rotura,2024-08-19,Cerrada,['665-98-4449'],"['MNT-02628', 'MNT-02825']",-1,59958,POCO URGENTE
10464,Vandalismo,2024-01-15,Abierta,['972-54-5313'],['MNT-01620'],-1,9291293,POCO URGENTE
10465,Vandalismo,2024-09-19,Abierta,['157-54-8701'],['MNT-12829'],-1,20990,POCO URGENTE
10466,Desgaste,2024-02-21,Abierta,['727-89-0858'],"['MNT-04412', 'MNT-06046']",-1,9131301,POCO URGENTE
10467,Desgaste,2024-08-07,Abierta,['056-53-3356'],['MNT-08957'],-1,21711,POCO URGENTE
10468,Rotura,2024-06-09,Abierta,['569-39-6540'],['MNT-07761'],-1,58464,POCO URGENTE
10469,Vandalismo,2024-06-22,Abierta,['317-02-6847'],['MNT-04670'],-1,5173860,POCO URGENTE
10470,Rotura,2023-12-24,Abierta,['894-10-5658'],['MNT-08252'],-1,4737879,POCO URGENTE
10471,Mal funcionamiento,2023-10-16,Cerrada,['672-06-0610'],['MNT-02751'],288,32635,POCO URGENTE
10472,Mal funcionamiento,2024-01-21,Cerrada,['657-02-4959'],"['MNT-02119', 'MNT-07426']",185,4731183,POCO URGENTE
10473,Mal funcionamiento,2024-04-25,Cerrada,['269-67-7431'],['MNT-08336'],-1,9135897,POCO URGENTE
10474,Desgaste,2024-02-17,Abierta,['575-21-6618'],['MNT-12047'],-1,19509,POCO URGENTE
10475,Vandalismo,2024-03-29,Cerrada,['728-97-5929'],"['MNT-01016', 'MNT-02474', 'MNT-05161']",253,22454,POCO URGENTE
10476,Vandalismo,2024-03-15,Cerrada,['408-09-4245'],"['MNT-09078', 'MNT-11931']",-1,25660,POCO URGENTE
10477,Vandalismo,2024-05-24,Abierta,['950-23-1869'],"['MNT-04734', 'MNT-07332']",-1,60041,POCO URGENTE
10478,Desgaste,2023-11-09,Cerrada,['408-21-9984'],['MNT-03194'],19,59481,POCO URGENTE
10479,Mal funcionamiento,2024-09-01,Abierta,['209-34-8561'],"['MNT-08926', 'MNT-12107', 'MNT-12497']",-1,4749972,POCO URGENTE
10480,Rotura,2024-01-26,Cerrada,['205-08-4445'],['MNT-09944'],234,7024247,POCO URGENTE
10481,Rotura,2024-04-21,Cerrada,['768-93-8409'],['MNT-06822'],-1,7591729,POCO URGENTE
10482,Vandalismo,2024-04-13,Abierta,['753-91-6479'],"['MNT-06904', 'MNT-07129']",-1,7815516,POCO URGENTE
10483,Mal funcionamiento,2024-03-28,Abierta,['388-51-4492'],['MNT-12624'],-1,9427007,POCO URGENTE
10484,Rotura,2024-09-02,Abierta,['762-80-8601'],['MNT-10085'],-1,22047,POCO URGENTE
10485,Desgaste,2024-03-29,Abierta,['056-70-2294'],['MNT-05587'],-1,7840409,POCO URGENTE
10486,Mal funcionamiento,2024-06-03,Cerrada,['701-16-4650'],['MNT-14977'],17,22158,POCO URGENTE
10487,Desgaste,2024-08-25,Cerrada,['552-79-0825'],"['MNT-07716', 'MNT-07815', 'MNT-09703']",0,7168617,POCO URGENTE
10488,Vandalismo,2024-04-29,Cerrada,['647-70-8492'],['MNT-04482'],53,3960991,POCO URGENTE
10489,Mal funcionamiento,2024-01-27,Cerrada,['877-84-9956'],['MNT-01660'],-1,8804639,POCO URGENTE
10490,Mal funcionamiento,2024-02-14,Abierta,['753-07-1400'],['MNT-13393'],-1,8977928,POCO URGENTE
10491,Rotura,2024-02-12,Cerrada,['814-63-1000'],"['MNT-11549', 'MNT-12769']",-1,9426810,POCO URGENTE
10492,Desgaste,2024-05-04,Cerrada,['748-17-4515'],"['MNT-01593', 'MNT-03308', 'MNT-10657']",71,19770,POCO URGENTE
10493,Mal funcionamiento,2024-01-27,Abierta,['430-69-8585'],['MNT-05188'],-1,5238967,POCO URGENTE
10494,Rotura,2024-01-10,Abierta,['388-83-3575'],"['MNT-04854', 'MNT-09858']",-1,25658,POCO URGENTE
10495,Rotura,2024-10-13,Abierta,['140-23-3878'],"['MNT-05528', 'MNT-13830']",-1,5220748,POCO URGENTE
10496,Mal funcionamiento,2024-01-26,Abierta,['433-99-1010'],['MNT-06427'],-1,60058,POCO URGENTE
10497,Mal funcionamiento,2024-05-03,Cerrada,['695-41-6168'],['MNT-14981'],64,9536965,POCO URGENTE
10498,Desgaste,2024-08-15,Cerrada,['263-66-9167'],['MNT-04159'],-1,5241143,POCO URGENTE
10499,Desgaste,2024-05-30,Cerrada,['180-63-2408'],['MNT-08859'],-1,33323,POCO URGENTE
10500,Desgaste,2024-04-01,Cerrada,['979-28-5232'],['MNT-05983'],94,58648,POCO URGENTE
10501,Rotura,2023-11-16,Cerrada,['689-27-3506'],['MNT-13712'],314,9493141,POCO URGENTE
10502,Rotura,2024-03-01,Abierta,['686-27-7856'],['MNT-08009'],-1,23061,POCO URGENTE
10503,Mal funcionamiento,2023-11-16,Cerrada,['529-48-4462'],"['MNT-03149', 'MNT-03253', 'MNT-10122']",243,34228,POCO URGENTE
10504,Mal funcionamiento,2024-05-18,Abierta,['558-83-0184'],"['MNT-13358', 'MNT-13885']",-1,18866,POCO URGENTE
10505,Rotura,2024-08-12,Abierta,['597-79-2260'],"['MNT-02272', 'MNT-11479']",-1,9424277,POCO URGENTE
10506,Desgaste,2024-03-19,Cerrada,['179-79-4075'],['MNT-05580'],-1,22589,POCO URGENTE
10507,Vandalismo,2024-03-04,Cerrada,['701-00-4758'],['MNT-07391'],153,21275,POCO URGENTE
10508,Vandalismo,2024-08-31,Abierta,['970-01-5395'],['MNT-06742'],-1,58513,POCO URGENTE
10509,Vandalismo,2024-02-02,Abierta,['737-25-5489'],['MNT-05559'],-1,21463,POCO URGENTE
10510,Mal funcionamiento,2024-05-20,Abierta,['677-17-3955'],['MNT-02306'],-1,7902181,POCO URGENTE
10511,Desgaste,2024-03-23,Abierta,['769-75-7958'],['MNT-02641'],-1,22112,POCO URGENTE
10512,Desgaste,2024-08-18,Abierta,['537-93-0890'],['MNT-10785'],-1,7890585,POCO URGENTE
10513,Rotura,2024-03-31,Abierta,['054-11-2948'],"['MNT-02470', 'MNT-02892']",-1,35206,POCO URGENTE
10514,Mal funcionamiento,2023-10-15,Cerrada,['117-80-9887'],['MNT-05956'],89,9261333,POCO URGENTE
10515,Mal funcionamiento,2024-02-15,Abierta,['695-53-1471'],['MNT-12208'],-1,18665,POCO URGENTE
10516,Rotura,2023-12-11,Abierta,['953-58-7561'],['MNT-02985'],-1,8954802,POCO URGENTE
10517,Vandalismo,2024-04-08,Cerrada,['039-87-6596'],['MNT-13568'],-1,24764,POCO URGENTE
10518,Rotura,2024-04-27,Abierta,['831-30-8098'],"['MNT-11766', 'MNT-14883']",-1,5182595,POCO URGENTE
10519,Rotura,2024-02-25,Abierta,['171-81-1965'],['MNT-03425'],-1,53171,POCO URGENTE
10520,Mal funcionamiento,2024-04-15,Abierta,['778-19-1254'],['MNT-13049'],-1,21798,POCO URGENTE
10521,Vandalismo,2024-04-13,Abierta,['895-26-9047'],['MNT-02962'],-1,53221,POCO URGENTE
10522,Rotura,2024-02-07,Abierta,['549-61-5295'],"['MNT-08789', 'MNT-09392']",-1,9294045,POCO URGENTE
10523,Vandalismo,2024-05-13,Abierta,['390-73-7668'],['MNT-00938'],-1,7404221,POCO URGENTE
10524,Mal funcionamiento,2024-02-03,Abierta,['877-04-6073'],"['MNT-02590', 'MNT-03099']",-1,4737888,POCO URGENTE
10525,Rotura,2024-01-21,Cerrada,['046-60-6311'],['MNT-04867'],136,7794491,POCO URGENTE
10526,Desgaste,2023-11-25,Abierta,['784-59-0018'],['MNT-03663'],-1,21074,POCO URGENTE
10527,Desgaste,2024-02-29,Cerrada,['470-00-9523'],['MNT-05711'],-1,4992010,POCO URGENTE
10528,Desgaste,2024-06-21,Abierta,['773-45-3099'],"['MNT-03956', 'MNT-07025']",-1,59540,POCO URGENTE
10529,Mal funcionamiento,2024-10-12,Cerrada,['602-70-0869'],['MNT-11372'],-1,6761388,POCO URGENTE
10530,Vandalismo,2024-08-12,Abierta,['267-96-8952'],"['MNT-01916', 'MNT-04239', 'MNT-12824']",-1,59311,POCO URGENTE
10531,Rotura,2024-02-22,Cerrada,['813-13-8482'],['MNT-08131'],66,4984486,POCO URGENTE
10532,Desgaste,2024-03-04,Cerrada,['265-28-4336'],['MNT-05270'],83,5211306,POCO URGENTE
10533,Rotura,2024-03-08,Abierta,['349-18-4316'],['MNT-06382'],-1,22266,POCO URGENTE
10534,Desgaste,2024-06-16,Abierta,['471-56-4051'],"['MNT-02533', 'MNT-12325', 'MNT-13888']",-1,33196,POCO URGENTE
10535,Mal funcionamiento,2024-01-08,Cerrada,['949-39-5420'],"['MNT-07547', 'MNT-10212']",274,25077,POCO URGENTE
10536,Rotura,2024-04-29,Abierta,['202-12-2532'],['MNT-07393'],-1,33717,POCO URGENTE
10537,Rotura,2024-08-11,Cerrada,['388-92-3973'],['MNT-10231'],-1,5245782,POCO URGENTE
10538,Mal funcionamiento,2024-01-27,Cerrada,['752-22-0265'],['MNT-06061'],147,8888443,POCO URGENTE
10539,Desgaste,2024-04-14,Abierta,['851-68-9560'],['MNT-13919'],-1,3577447,POCO URGENTE
10540,Vandalismo,2024-02-14,Cerrada,['445-87-3000'],['MNT-04968'],77,35154,POCO URGENTE
10541,Desgaste,2024-10-02,Cerrada,['351-68-0808'],['MNT-05839'],-1,1118683,POCO URGENTE
10542,Vandalismo,2024-07-03,Cerrada,['392-54-9057'],"['MNT-13577', 'MNT-13690']",8,9226870,POCO URGENTE
10543,Vandalismo,2024-04-17,Cerrada,['553-81-1302'],['MNT-14756'],-1,21382,POCO URGENTE
10544,Mal funcionamiento,2023-10-21,Cerrada,['101-52-6430'],['MNT-09954'],207,5250523,POCO URGENTE
10545,Mal funcionamiento,2024-08-10,Cerrada,['121-88-8557'],['MNT-09176'],-1,9288502,POCO URGENTE
10546,Desgaste,2024-07-27,Abierta,['784-59-0018'],"['MNT-00826', 'MNT-08160']",-1,21185,POCO URGENTE
10547,Desgaste,2024-08-22,Cerrada,['057-24-3834'],['MNT-00732'],-1,32695,POCO URGENTE
10548,Mal funcionamiento,2024-08-15,Cerrada,['132-74-6029'],"['MNT-09079', 'MNT-13644']",-1,4749953,POCO URGENTE
10549,Rotura,2024-03-05,Abierta,['161-54-6177'],['MNT-01828'],-1,9156136,POCO URGENTE
10550,Vandalismo,2024-01-30,Cerrada,['875-13-0938'],['MNT-02067'],55,9183009,POCO URGENTE
10551,Vandalismo,2024-01-20,Cerrada,['024-74-8386'],['MNT-03327'],0,7362879,POCO URGENTE
10552,Rotura,2024-07-18,Cerrada,['804-34-3455'],['MNT-08030'],-1,22252,POCO URGENTE
10553,Vandalismo,2024-10-02,Cerrada,['779-99-5071'],['MNT-14658'],-1,19104,POCO URGENTE
10554,Mal funcionamiento,2024-05-06,Abierta,['307-41-0304'],['MNT-06195'],-1,5250683,POCO URGENTE
10555,Desgaste,2024-09-11,Abierta,['511-40-0966'],['MNT-10258'],-1,9294894,POCO URGENTE
10556,Vandalismo,2024-04-16,Abierta,['425-77-4526'],['MNT-03502'],-1,58024,POCO URGENTE
10557,Vandalismo,2023-12-05,Abierta,['502-23-3480'],['MNT-03579'],-1,7247869,POCO URGENTE
10558,Rotura,2024-02-27,Abierta,['439-72-4150'],['MNT-04794'],-1,20382,POCO URGENTE
10559,Rotura,2024-04-29,Cerrada,['742-00-6153'],"['MNT-02721', 'MNT-09659']",-1,9291617,POCO URGENTE
10560,Desgaste,2024-09-23,Cerrada,['767-50-9635'],['MNT-02743'],-1,5218682,POCO URGENTE
10561,Rotura,2024-07-16,Abierta,['458-43-7496'],['MNT-10701'],-1,18780,POCO URGENTE
10562,Mal funcionamiento,2023-04-12,Abierta,['962-79-4156'],"['MNT-04296', 'MNT-06374']",-1,19371,POCO URGENTE
10563,Desgaste,2024-07-16,Cerrada,['026-83-1920'],['MNT-01027'],-1,59090,POCO URGENTE
10564,Vandalismo,2024-06-06,Abierta,['595-53-5170'],['MNT-01139'],-1,33393,POCO URGENTE
10565,Vandalismo,2023-10-15,Abierta,['698-91-3616'],['MNT-00112'],-1,59359,POCO URGENTE
10566,Vandalismo,2024-09-08,Cerrada,['203-11-9946'],"['MNT-04333', 'MNT-08051']",-1,21067,POCO URGENTE
10567,Mal funcionamiento,2024-01-09,Cerrada,['178-98-4949'],['MNT-07362'],165,7840415,POCO URGENTE
10568,Mal funcionamiento,2024-06-14,Cerrada,['558-65-0532'],['MNT-13876'],-1,9398109,POCO URGENTE
10569,Rotura,2023-12-21,Cerrada,['025-75-6795'],['MNT-07712'],136,33198,POCO URGENTE
10570,Desgaste,2024-01-03,Abierta,['597-96-1895'],['MNT-13898'],-1,9177952,POCO URGENTE
10571,Rotura,2024-07-04,Cerrada,['358-48-5046'],['MNT-11053'],-1,20257,POCO URGENTE
10572,Mal funcionamiento,2024-08-23,Cerrada,['521-17-1437'],['MNT-05047'],-1,20540,POCO URGENTE
10573,Rotura,2024-08-07,Abierta,['174-46-2257'],['MNT-09269'],-1,59937,POCO URGENTE
10574,Vandalismo,2024-05-05,Abierta,['685-22-7218'],['MNT-13629'],-1,20638,POCO URGENTE
10575,Mal funcionamiento,2024-08-29,Cerrada,['704-46-1791'],['MNT-05795'],-1,21394,POCO URGENTE
10576,Desgaste,2024-05-31,Abierta,['817-59-4875'],['MNT-13328'],-1,57884,POCO URGENTE
10577,Desgaste,2024-06-07,Abierta,['097-40-2777'],"['MNT-07839', 'MNT-10091']",-1,21880,POCO URGENTE
10578,Rotura,2024-07-20,Cerrada,['009-19-0361'],['MNT-09239'],-1,32839,POCO URGENTE
10579,Rotura,2024-01-14,Abierta,['063-39-2347'],['MNT-09029'],-1,9296048,POCO URGENTE
10580,Mal funcionamiento,2024-07-13,Abierta,['976-57-2534'],['MNT-11081'],-1,58933,POCO URGENTE
10581,Desgaste,2024-08-13,Cerrada,['725-17-2804'],['MNT-11473'],-1,9277374,POCO URGENTE
10582,Desgaste,2024-09-19,Cerrada,['271-65-7386'],['MNT-07263'],3,3613338,POCO URGENTE
10583,Rotura,2024-05-19,Cerrada,['675-72-1228'],['MNT-01748'],-1,20090,POCO URGENTE
10584,Desgaste,2024-06-20,Cerrada,['721-78-9975'],"['MNT-10902', 'MNT-13062']",106,19394,POCO URGENTE
10585,Vandalismo,2024-04-27,Abierta,['114-03-2497'],['MNT-02860'],-1,53180,POCO URGENTE
10586,Vandalismo,2024-10-07,Cerrada,['542-78-4743'],['MNT-08507'],-1,33250,POCO URGENTE
10587,Mal funcionamiento,2023-07-12,Abierta,['401-15-4429'],['MNT-04129'],-1,20187,POCO URGENTE
10588,Rotura,2024-07-14,Cerrada,['779-13-7319'],['MNT-00613'],-1,7248208,POCO URGENTE
10589,Vandalismo,2024-04-07,Cerrada,['481-48-0350'],['MNT-00625'],145,5237094,POCO URGENTE
10590,Vandalismo,2024-07-05,Cerrada,['460-80-9893'],['MNT-08203'],-1,3566727,POCO URGENTE
10591,Rotura,2024-02-18,Abierta,['868-86-8315'],['MNT-12611'],-1,35148,POCO URGENTE
10592,Mal funcionamiento,2024-03-03,Cerrada,['649-40-2523'],['MNT-14414'],218,21362,POCO URGENTE
10593,Desgaste,2024-05-13,Cerrada,['664-55-4721'],['MNT-00709'],133,3580738,POCO URGENTE
10594,Vandalismo,2024-08-08,Abierta,['864-84-7873'],['MNT-12525'],-1,451359,POCO URGENTE
10595,Desgaste,2024-08-04,Abierta,['833-68-4618'],['MNT-03303'],-1,32568,POCO URGENTE
10596,Rotura,2024-08-25,Abierta,['244-74-6838'],['MNT-10029'],-1,9050872,POCO URGENTE
10597,Rotura,2024-09-13,Cerrada,['812-06-8209'],['MNT-02625'],-1,9438320,POCO URGENTE
10598,Desgaste,2023-12-10,Cerrada,['369-50-1065'],['MNT-12570'],173,9407903,POCO URGENTE
10599,Rotura,2024-06-24,Cerrada,['241-99-3836'],['MNT-13836'],-1,59587,POCO URGENTE
10600,Desgaste,2024-01-17,Cerrada,['959-40-7741'],['MNT-10236'],-1,3575781,POCO URGENTE
10601,Vandalismo,2024-03-09,Abierta,['216-77-1965'],['MNT-09566'],-1,53165,POCO URGENTE
10602,Mal funcionamiento,2024-07-19,Cerrada,['368-22-6068'],['MNT-11789'],-1,58267,POCO URGENTE
10603,Mal funcionamiento,2024-03-17,Abierta,['148-01-0516'],['MNT-08956'],-1,53074,POCO URGENTE
10604,Mal funcionamiento,2024-05-01,Abierta,['665-71-6123'],"['MNT-06987', 'MNT-07493']",-1,9192850,POCO URGENTE
10605,Rotura,2024-06-23,Abierta,['327-66-1048'],['MNT-09019'],-1,9387536,POCO URGENTE
10606,Desgaste,2024-05-11,Abierta,['049-45-5944'],['MNT-07735'],-1,451323,POCO URGENTE
10607,Rotura,2024-07-07,Abierta,['466-91-6160'],['MNT-13045'],-1,5246163,POCO URGENTE
10608,Vandalismo,2023-10-24,Abierta,['217-24-4805'],['MNT-01126'],-1,9052939,POCO URGENTE
10609,Mal funcionamiento,2024-09-15,Cerrada,['095-02-2319'],['MNT-07651'],-1,4961107,POCO URGENTE
10610,Mal funcionamiento,2024-02-15,Cerrada,['100-74-9205'],['MNT-01443'],198,5209099,POCO URGENTE
10611,Desgaste,2024-10-12,Abierta,['874-83-4289'],['MNT-05609'],-1,24665,POCO URGENTE
10612,Rotura,2024-06-16,Abierta,['398-62-9543'],"['MNT-03415', 'MNT-08387']",-1,9155769,POCO URGENTE
10613,Vandalismo,2023-11-13,Cerrada,['766-15-3007'],"['MNT-03966', 'MNT-08173']",297,8928477,POCO URGENTE
10614,Desgaste,2024-05-13,Abierta,['036-44-9481'],"['MNT-03469', 'MNT-10478']",-1,9446277,POCO URGENTE
10615,Rotura,2024-02-15,Cerrada,['784-20-0364'],"['MNT-13220', 'MNT-14144']",95,3568522,POCO URGENTE
10616,Desgaste,2024-02-18,Cerrada,['778-92-3598'],['MNT-02683'],63,21647,POCO URGENTE
10617,Rotura,2024-09-19,Abierta,['864-96-4542'],['MNT-10335'],-1,59857,POCO URGENTE
10618,Vandalismo,2023-11-18,Cerrada,['724-40-2686'],['MNT-12989'],0,24945,POCO URGENTE
10619,Rotura,2024-02-18,Abierta,['195-77-8788'],['MNT-04560'],-1,20623,POCO URGENTE
10620,Rotura,2023-11-07,Abierta,['902-82-8769'],['MNT-06909'],-1,9433282,POCO URGENTE
10621,Rotura,2024-07-24,Cerrada,['544-79-4070'],['MNT-06069'],-1,8977294,POCO URGENTE
10622,Rotura,2024-08-18,Cerrada,['272-31-9247'],['MNT-10930'],-1,3576361,POCO URGENTE
10623,Desgaste,2024-04-16,Cerrada,['623-14-8904'],"['MNT-06895', 'MNT-08338']",200,22089,POCO URGENTE
10624,Mal funcionamiento,2024-01-29,Abierta,['161-47-8115'],['MNT-06605'],-1,33748,POCO URGENTE
10625,Rotura,2024-06-17,Abierta,['430-08-3906'],['MNT-14174'],-1,5659004,POCO URGENTE
10626,Vandalismo,2024-03-29,Cerrada,['169-14-3809'],"['MNT-11234', 'MNT-12677']",-1,5658644,POCO URGENTE
10627,Rotura,2024-07-12,Abierta,['416-92-4256'],['MNT-14571'],-1,21525,POCO URGENTE
10628,Desgaste,2024-06-21,Abierta,['272-96-0593'],['MNT-00101'],-1,5174671,POCO URGENTE
10629,Mal funcionamiento,2024-02-10,Abierta,['715-31-3136'],['MNT-05484'],-1,9050835,POCO URGENTE
